travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
First,"[{'w': 1, 'dim': [20, 31, 28]}, {'w': 0, 'dim': [31, 33, 27]}]","[{'w': 11, 'dim': [83, 43, 27]}, {'w': 14, 'dim': [80, 36, 20]}]","[{'w': 5, 'dim': [58, 61, 30]}, {'w': 9, 'dim': [94, 32, 30]}, {'w': 3, 'dim': [97, 51, 48]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [43, 20, 25]}]","[{'w': 76, 'dim': [55, 66, 33]}]","[{'w': 59, 'dim': [66, 45, 39]}, {'w': 34, 'dim': [92, 60, 24]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 2, 'dim': [33, 24, 19]}]","[{'w': 0, 'dim': [56, 59, 25]}]",[],child,True,Checked luggage complies with the policy.,0
Business,"[{'w': 12, 'dim': [31, 30, 15]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 8, 'dim': [36, 32, 18]}, {'w': 16, 'dim': [30, 25, 16]}]","[{'w': 24, 'dim': [80, 40, 45]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,"[{'w': 7, 'dim': [50, 25, 17]}]",[],"[{'w': 0, 'dim': [96, 41, 39]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 30, 'dim': [31, 36, 14]}]","[{'w': 52, 'dim': [79, 31, 40]}, {'w': 0, 'dim': [54, 46, 39]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [34, 38, 25]}, {'w': 0, 'dim': [33, 39, 12]}]",[],"[{'w': 0, 'dim': [76, 64, 35]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [33, 27, 14]}, {'w': 0, 'dim': [46, 20, 16]}]","[{'w': 13, 'dim': [62, 57, 23]}, {'w': 48, 'dim': [53, 54, 49]}]","[{'w': 34, 'dim': [67, 60, 29]}, {'w': 0, 'dim': [71, 43, 47]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],"[{'w': 12, 'dim': [94, 38, 48]}, {'w': 47, 'dim': [79, 61, 28]}]",adult,False,Item with weight 47kg or size 168cm must be shipped as cargo.,275
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 7, 'dim': [41, 28, 13]}, {'w': 0, 'dim': [49, 33, 27]}]","[{'w': 0, 'dim': [90, 69, 35]}]","[{'w': 27, 'dim': [68, 33, 39]}, {'w': 6, 'dim': [69, 42, 26]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [29, 30, 23]}, {'w': 4, 'dim': [45, 26, 27]}]",[],"[{'w': 40, 'dim': [84, 32, 29]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [37, 40, 26]}]","[{'w': 21, 'dim': [57, 59, 33]}, {'w': 2, 'dim': [76, 39, 38]}]","[{'w': 9, 'dim': [59, 43, 24]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [38, 38, 19]}, {'w': 4, 'dim': [42, 39, 23]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 25, 'dim': [28, 29, 26]}]",[],"[{'w': 17, 'dim': [76, 75, 41]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [83, 66, 36]}]","[{'w': 0, 'dim': [76, 75, 44]}, {'w': 38, 'dim': [71, 43, 25]}]",adult,False,Item with weight 38kg or size 139cm must be shipped as cargo.,175
Business,[],[],"[{'w': 0, 'dim': [78, 30, 24]}, {'w': 44, 'dim': [66, 72, 46]}]",adult,False,Item with weight 44kg or size 184cm must be shipped as cargo.,175
Economy,"[{'w': 0, 'dim': [24, 25, 28]}, {'w': 15, 'dim': [32, 32, 16]}]",[],"[{'w': 15, 'dim': [99, 71, 28]}, {'w': 18, 'dim': [72, 62, 40]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 21, 'dim': [76, 64, 26]}]",[],child,False,Exceeded carry-on weight limit.,0
First,"[{'w': 14, 'dim': [22, 28, 18]}, {'w': 16, 'dim': [40, 32, 22]}]",[],"[{'w': 2, 'dim': [98, 32, 42]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 5, 'dim': [21, 32, 14]}]",[],"[{'w': 7, 'dim': [52, 67, 24]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 8, 'dim': [26, 38, 14]}, {'w': 0, 'dim': [33, 33, 25]}]","[{'w': 0, 'dim': [87, 67, 20]}, {'w': 0, 'dim': [69, 56, 34]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],"[{'w': 0, 'dim': [63, 67, 38]}]",[],child,True,Checked luggage complies with the policy.,0
Business,"[{'w': 8, 'dim': [39, 25, 23]}, {'w': 1, 'dim': [41, 34, 12]}]",[],"[{'w': 0, 'dim': [100, 75, 45]}]",adult,False,Item with weight 0kg or size 220cm must be shipped as cargo.,0
Business,"[{'w': 0, 'dim': [35, 38, 25]}, {'w': 8, 'dim': [27, 24, 23]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],[],"[{'w': 0, 'dim': [74, 37, 27]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [39, 20, 26]}, {'w': 11, 'dim': [49, 34, 12]}]",[],"[{'w': 50, 'dim': [99, 42, 28]}]",infant,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 15, 'dim': [39, 22, 22]}]",[],[],infant,False,Exceeded carry-on weight limit.,0
First,"[{'w': 10, 'dim': [40, 32, 14]}]","[{'w': 25, 'dim': [61, 70, 35]}]","[{'w': 47, 'dim': [95, 47, 47]}]",infant,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [24, 22, 11]}, {'w': 4, 'dim': [41, 30, 21]}]",[],"[{'w': 0, 'dim': [70, 34, 43]}]",adult,True,Checked luggage complies with the policy.,0
Business,[],[],"[{'w': 20, 'dim': [87, 69, 30]}, {'w': 0, 'dim': [74, 40, 21]}]",adult,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [49, 40, 20]}]","[{'w': 31, 'dim': [81, 52, 43]}, {'w': 0, 'dim': [58, 64, 23]}]","[{'w': 27, 'dim': [87, 40, 28]}, {'w': 29, 'dim': [51, 43, 41]}, {'w': 23, 'dim': [80, 53, 41]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 2, 'dim': [26, 33, 18]}, {'w': 0, 'dim': [24, 20, 13]}]","[{'w': 46, 'dim': [62, 65, 33]}, {'w': 0, 'dim': [60, 34, 27]}]","[{'w': 0, 'dim': [79, 63, 46]}, {'w': 1, 'dim': [67, 36, 37]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 1, 'dim': [26, 27, 16]}]","[{'w': 0, 'dim': [89, 41, 20]}, {'w': 38, 'dim': [58, 55, 27]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 7, 'dim': [30, 39, 29]}, {'w': 0, 'dim': [26, 37, 20]}]","[{'w': 22, 'dim': [54, 50, 43]}]","[{'w': 20, 'dim': [98, 51, 25]}, {'w': 14, 'dim': [98, 48, 28]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 1, 'dim': [29, 25, 13]}]","[{'w': 16, 'dim': [90, 40, 38]}, {'w': 55, 'dim': [53, 57, 35]}]","[{'w': 7, 'dim': [53, 42, 33]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 49, 'dim': [82, 53, 22]}, {'w': 0, 'dim': [54, 59, 42]}]","[{'w': 3, 'dim': [79, 47, 22]}, {'w': 40, 'dim': [68, 61, 21]}, {'w': 0, 'dim': [79, 74, 47]}, {'w': 0, 'dim': [89, 78, 40]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 21, 'dim': [20, 24, 25]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 17, 'dim': [40, 36, 25]}]","[{'w': 0, 'dim': [65, 60, 46]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [20, 28, 23]}]","[{'w': 64, 'dim': [69, 63, 31]}]","[{'w': 20, 'dim': [88, 65, 43]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [48, 39, 14]}, {'w': 11, 'dim': [30, 25, 27]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 11, 'dim': [30, 35, 30]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 10, 'dim': [22, 32, 23]}]",[],"[{'w': 27, 'dim': [84, 69, 49]}, {'w': 0, 'dim': [87, 37, 24]}, {'w': 18, 'dim': [64, 40, 40]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 13, 'dim': [32, 30, 22]}, {'w': 5, 'dim': [20, 40, 30]}]","[{'w': 31, 'dim': [50, 45, 37]}]","[{'w': 7, 'dim': [100, 39, 27]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [46, 26, 12]}]","[{'w': 53, 'dim': [56, 53, 24]}]","[{'w': 6, 'dim': [100, 74, 30]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 3, 'dim': [27, 31, 27]}]",[],"[{'w': 0, 'dim': [59, 73, 41]}, {'w': 5, 'dim': [52, 80, 41]}]",adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [29, 26, 16]}, {'w': 0, 'dim': [46, 31, 18]}]","[{'w': 36, 'dim': [79, 57, 24]}]","[{'w': 22, 'dim': [93, 35, 47]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 30, 'dim': [70, 57, 50]}]","[{'w': 23, 'dim': [69, 74, 28]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],"[{'w': 32, 'dim': [70, 37, 34]}]",adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 0, 'dim': [90, 65, 38]}]","[{'w': 0, 'dim': [94, 34, 41]}, {'w': 4, 'dim': [89, 42, 46]}]",adult,True,Checked luggage complies with the policy.,200
Business,"[{'w': 0, 'dim': [46, 24, 12]}, {'w': 2, 'dim': [37, 21, 23]}]","[{'w': 0, 'dim': [78, 33, 50]}]",[],child,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 6, 'dim': [68, 58, 46]}]","[{'w': 5, 'dim': [80, 68, 42]}, {'w': 45, 'dim': [50, 31, 48]}]",infant,False,Item with weight 45kg or size 129cm must be shipped as cargo.,325
Business,"[{'w': 5, 'dim': [20, 35, 22]}, {'w': 4, 'dim': [45, 27, 29]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 11, 'dim': [82, 49, 39]}]","[{'w': 0, 'dim': [70, 58, 29]}, {'w': 0, 'dim': [90, 48, 49]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 1, 'dim': [23, 24, 22]}, {'w': 1, 'dim': [43, 23, 19]}]",[],"[{'w': 0, 'dim': [53, 71, 35]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 6, 'dim': [36, 32, 22]}]",[],[],infant,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 2, 'dim': [20, 25, 23]}]",[],"[{'w': 46, 'dim': [72, 48, 40]}, {'w': 3, 'dim': [70, 58, 22]}, {'w': 0, 'dim': [92, 60, 27]}, {'w': 4, 'dim': [55, 64, 23]}]",adult,False,Item with weight 46kg or size 160cm must be shipped as cargo.,625
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [35, 21, 15]}]",[],"[{'w': 29, 'dim': [91, 32, 25]}]",adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [25, 23, 14]}, {'w': 0, 'dim': [31, 21, 29]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 12, 'dim': [21, 38, 17]}, {'w': 3, 'dim': [21, 34, 16]}]","[{'w': 23, 'dim': [87, 60, 45]}]","[{'w': 0, 'dim': [62, 48, 29]}, {'w': 19, 'dim': [91, 30, 31]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 19, 'dim': [21, 23, 25]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [76, 32, 27]}]","[{'w': 0, 'dim': [89, 56, 38]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],"[{'w': 34, 'dim': [58, 57, 31]}]","[{'w': 0, 'dim': [72, 56, 20]}, {'w': 11, 'dim': [60, 56, 48]}, {'w': 31, 'dim': [80, 70, 32]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 0, 'dim': [100, 44, 41]}]",child,True,Checked luggage complies with the policy.,100
Business,"[{'w': 0, 'dim': [22, 36, 15]}]",[],"[{'w': 24, 'dim': [95, 56, 47]}]",child,True,Checked luggage complies with the policy.,175
Business,"[{'w': 14, 'dim': [44, 27, 18]}]","[{'w': 46, 'dim': [90, 53, 33]}]","[{'w': 0, 'dim': [50, 61, 35]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [27, 26, 21]}]","[{'w': 54, 'dim': [71, 34, 42]}, {'w': 5, 'dim': [80, 47, 47]}]","[{'w': 32, 'dim': [53, 39, 23]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 6, 'dim': [50, 25, 17]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 9, 'dim': [22, 36, 17]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [36, 21, 21]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [35, 32, 24]}, {'w': 10, 'dim': [41, 23, 21]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 38, 'dim': [50, 65, 20]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [30, 38, 22]}, {'w': 13, 'dim': [36, 30, 21]}]",[],[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [20, 24, 10]}]","[{'w': 0, 'dim': [82, 65, 45]}, {'w': 0, 'dim': [76, 35, 41]}]","[{'w': 2, 'dim': [67, 55, 28]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 17, 'dim': [36, 23, 12]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 17, 'dim': [35, 22, 23]}, {'w': 12, 'dim': [42, 31, 15]}]","[{'w': 0, 'dim': [76, 70, 40]}]","[{'w': 10, 'dim': [88, 53, 25]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [36, 24, 15]}, {'w': 19, 'dim': [49, 20, 11]}]",[],"[{'w': 16, 'dim': [95, 61, 34]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 17, 'dim': [49, 37, 14]}]","[{'w': 38, 'dim': [82, 35, 49]}, {'w': 0, 'dim': [70, 49, 43]}]","[{'w': 17, 'dim': [97, 44, 27]}, {'w': 0, 'dim': [80, 37, 49]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 4, 'dim': [35, 21, 27]}, {'w': 0, 'dim': [29, 20, 11]}]",[],"[{'w': 4, 'dim': [93, 54, 23]}, {'w': 11, 'dim': [85, 30, 49]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [49, 32, 12]}]","[{'w': 0, 'dim': [76, 46, 34]}, {'w': 0, 'dim': [70, 32, 24]}]","[{'w': 9, 'dim': [57, 79, 44]}]",adult,True,Checked luggage complies with the policy.,100
Business,[],"[{'w': 0, 'dim': [65, 31, 39]}]",[],infant,True,Checked luggage complies with the policy.,0
First,"[{'w': 9, 'dim': [43, 26, 11]}, {'w': 0, 'dim': [49, 21, 23]}]","[{'w': 46, 'dim': [53, 63, 33]}]","[{'w': 0, 'dim': [62, 77, 39]}, {'w': 23, 'dim': [54, 32, 30]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 13, 'dim': [25, 30, 13]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [49, 26, 20]}, {'w': 0, 'dim': [44, 35, 20]}]","[{'w': 44, 'dim': [79, 56, 40]}]","[{'w': 5, 'dim': [80, 69, 26]}, {'w': 24, 'dim': [66, 55, 37]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 4, 'dim': [35, 40, 11]}, {'w': 0, 'dim': [28, 36, 20]}]",[],"[{'w': 36, 'dim': [68, 52, 24]}, {'w': 44, 'dim': [51, 40, 40]}]",adult,False,Item with weight 36kg or size 144cm must be shipped as cargo.,75
Business,"[{'w': 0, 'dim': [35, 23, 17]}, {'w': 0, 'dim': [34, 34, 14]}]",[],"[{'w': 50, 'dim': [99, 54, 31]}, {'w': 12, 'dim': [97, 43, 47]}]",adult,False,Item with weight 50kg or size 184cm must be shipped as cargo.,175
First,"[{'w': 7, 'dim': [27, 29, 12]}, {'w': 0, 'dim': [45, 22, 11]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 10, 'dim': [47, 33, 26]}]",[],"[{'w': 15, 'dim': [57, 55, 25]}]",adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [42, 29, 13]}]",[],"[{'w': 24, 'dim': [51, 57, 33]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 16, 'dim': [21, 27, 13]}, {'w': 10, 'dim': [49, 26, 28]}]","[{'w': 91, 'dim': [50, 65, 46]}, {'w': 2, 'dim': [86, 49, 25]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 0, 'dim': [25, 24, 11]}]","[{'w': 25, 'dim': [81, 30, 35]}, {'w': 0, 'dim': [78, 65, 46]}]","[{'w': 6, 'dim': [96, 46, 29]}]",adult,False,Exceeded carry-on weight limit.,0
