travel_class,carry_on_items,personal_items,checked_items,passenger_type,compliance,reason,fees
Economy,"[{'w': 0, 'dim': [44, 39, 17]}, {'w': 0, 'dim': [42, 32, 27]}]","[{'w': 0, 'dim': [88, 38, 25]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,"[{'w': 10, 'dim': [25, 32, 25]}, {'w': 11, 'dim': [48, 39, 22]}]","[{'w': 0, 'dim': [58, 31, 20]}]","[{'w': 14, 'dim': [89, 34, 27]}]",child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [41, 33, 15]}]","[{'w': 0, 'dim': [66, 44, 24]}]","[{'w': 0, 'dim': [56, 60, 46]}, {'w': 25, 'dim': [50, 71, 29]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 0, 'dim': [26, 28, 17]}]","[{'w': 0, 'dim': [67, 46, 34]}]","[{'w': 18, 'dim': [83, 65, 27]}, {'w': 29, 'dim': [57, 52, 21]}, {'w': 15, 'dim': [90, 79, 22]}, {'w': 0, 'dim': [93, 78, 50]}]",adult,False,Item with weight 0kg or size 221cm must be shipped as cargo.,725
Economy,"[{'w': 0, 'dim': [34, 37, 16]}, {'w': 0, 'dim': [46, 38, 19]}]","[{'w': 0, 'dim': [68, 59, 48]}, {'w': 0, 'dim': [78, 67, 40]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],"[{'w': 60, 'dim': [79, 60, 32]}, {'w': 27, 'dim': [73, 41, 50]}]","[{'w': 0, 'dim': [72, 77, 23]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [35, 20, 29]}, {'w': 6, 'dim': [43, 40, 19]}]",[],[],child,False,Carry-on bag exceeds size limits.,0
First,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 0, 'dim': [34, 35, 25]}]","[{'w': 0, 'dim': [53, 35, 26]}, {'w': 0, 'dim': [74, 51, 28]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],[],"[{'w': 30, 'dim': [66, 33, 28]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 1, 'dim': [38, 36, 10]}, {'w': 0, 'dim': [38, 37, 12]}]","[{'w': 0, 'dim': [76, 51, 49]}, {'w': 0, 'dim': [60, 62, 23]}]","[{'w': 19, 'dim': [95, 30, 21]}, {'w': 0, 'dim': [62, 63, 33]}, {'w': 2, 'dim': [72, 34, 41]}, {'w': 0, 'dim': [51, 69, 25]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [35, 32, 10]}]","[{'w': 14, 'dim': [70, 47, 32]}]","[{'w': 24, 'dim': [56, 31, 28]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 2, 'dim': [62, 64, 38]}]",[],adult,True,Checked luggage complies with the policy.,0
First,[],[],"[{'w': 0, 'dim': [63, 60, 23]}]",adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 2, 'dim': [42, 21, 16]}, {'w': 0, 'dim': [28, 31, 11]}]",[],"[{'w': 0, 'dim': [91, 45, 43]}, {'w': 0, 'dim': [70, 66, 26]}, {'w': 11, 'dim': [71, 59, 46]}]",adult,True,Checked luggage complies with the policy.,300
First,"[{'w': 0, 'dim': [44, 20, 22]}]",[],"[{'w': 0, 'dim': [54, 63, 43]}]",adult,True,Checked luggage complies with the policy.,100
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 0, 'dim': [48, 24, 24]}]",[],"[{'w': 0, 'dim': [98, 49, 40]}]",child,False,Carry-on bag exceeds size limits.,0
First,[],"[{'w': 4, 'dim': [71, 38, 50]}, {'w': 68, 'dim': [53, 66, 36]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 0, 'dim': [50, 53, 42]}, {'w': 0, 'dim': [54, 69, 27]}]",[],child,True,Checked luggage complies with the policy.,0
First,"[{'w': 2, 'dim': [45, 27, 29]}, {'w': 0, 'dim': [40, 28, 22]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 3, 'dim': [35, 30, 15]}]","[{'w': 0, 'dim': [65, 48, 39]}]",[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 2, 'dim': [21, 21, 11]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 7, 'dim': [26, 38, 16]}]",[],"[{'w': 31, 'dim': [66, 50, 38]}]",adult,True,Checked luggage complies with the policy.,75
First,[],"[{'w': 0, 'dim': [83, 61, 25]}, {'w': 10, 'dim': [73, 66, 28]}]","[{'w': 0, 'dim': [81, 39, 27]}]",adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 27, 'dim': [41, 36, 18]}, {'w': 5, 'dim': [45, 26, 23]}]",[],"[{'w': 11, 'dim': [73, 31, 40]}, {'w': 16, 'dim': [88, 40, 21]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [39, 23, 23]}]",[],"[{'w': 0, 'dim': [69, 46, 31]}]",adult,True,Checked luggage complies with the policy.,0
Economy,[],"[{'w': 12, 'dim': [65, 61, 22]}]","[{'w': 22, 'dim': [83, 69, 43]}, {'w': 35, 'dim': [65, 63, 31]}]",child,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [48, 26, 20]}]",[],"[{'w': 17, 'dim': [82, 43, 50]}]",adult,True,Checked luggage complies with the policy.,100
First,"[{'w': 0, 'dim': [21, 20, 29]}]","[{'w': 0, 'dim': [90, 67, 29]}, {'w': 0, 'dim': [68, 59, 46]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Business,[],[],"[{'w': 7, 'dim': [97, 72, 27]}, {'w': 22, 'dim': [75, 56, 42]}]",adult,True,Checked luggage complies with the policy.,200
Economy,"[{'w': 0, 'dim': [44, 31, 30]}]","[{'w': 0, 'dim': [85, 59, 24]}]","[{'w': 1, 'dim': [58, 30, 48]}]",adult,False,Carry-on bag exceeds size limits.,0
Business,"[{'w': 0, 'dim': [30, 22, 13]}]","[{'w': 23, 'dim': [83, 58, 41]}, {'w': 22, 'dim': [83, 31, 21]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 8, 'dim': [37, 24, 30]}, {'w': 7, 'dim': [41, 38, 15]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 34, 'dim': [85, 35, 50]}]",[],adult,False,Exceeded carry-on weight limit.,0
Business,[],"[{'w': 30, 'dim': [74, 62, 46]}]","[{'w': 0, 'dim': [54, 41, 44]}, {'w': 0, 'dim': [71, 41, 21]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [44, 21, 19]}]","[{'w': 0, 'dim': [79, 43, 48]}, {'w': 55, 'dim': [67, 56, 24]}]","[{'w': 0, 'dim': [95, 43, 39]}]",adult,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 0, 'dim': [33, 40, 14]}, {'w': 0, 'dim': [49, 23, 25]}]","[{'w': 24, 'dim': [58, 32, 49]}, {'w': 0, 'dim': [59, 37, 36]}]","[{'w': 18, 'dim': [66, 59, 22]}, {'w': 8, 'dim': [86, 31, 36]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,"[{'w': 0, 'dim': [47, 40, 16]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Business,[],"[{'w': 33, 'dim': [89, 64, 39]}, {'w': 22, 'dim': [56, 62, 31]}]","[{'w': 48, 'dim': [79, 58, 25]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 4, 'dim': [32, 38, 22]}]",[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 43, 'dim': [60, 30, 28]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [43, 30, 27]}]","[{'w': 0, 'dim': [74, 69, 36]}]",[],child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 0, 'dim': [29, 22, 25]}]","[{'w': 0, 'dim': [67, 38, 29]}]",[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 4, 'dim': [43, 37, 19]}, {'w': 1, 'dim': [27, 35, 25]}]",[],[],adult,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 3, 'dim': [29, 31, 15]}]","[{'w': 32, 'dim': [55, 61, 47]}, {'w': 18, 'dim': [52, 64, 44]}]",[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 0, 'dim': [42, 40, 16]}]",[],"[{'w': 2, 'dim': [71, 37, 22]}, {'w': 0, 'dim': [73, 75, 50]}]",adult,True,Checked luggage complies with the policy.,250
Business,"[{'w': 0, 'dim': [20, 31, 28]}]","[{'w': 0, 'dim': [84, 64, 48]}]",[],child,False,Carry-on bag exceeds size limits.,0
First,"[{'w': 10, 'dim': [42, 21, 10]}]",[],[],child,True,Checked luggage complies with the policy.,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
Business,"[{'w': 1, 'dim': [20, 28, 24]}, {'w': 0, 'dim': [21, 34, 13]}]","[{'w': 0, 'dim': [53, 40, 23]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Economy,[],"[{'w': 64, 'dim': [56, 59, 38]}, {'w': 21, 'dim': [67, 37, 38]}]",[],child,False,Exceeded carry-on weight limit.,0
Business,"[{'w': 2, 'dim': [49, 27, 15]}, {'w': 11, 'dim': [44, 30, 15]}]","[{'w': 0, 'dim': [55, 70, 21]}, {'w': 0, 'dim': [51, 46, 40]}]",[],child,False,Exceeded carry-on quantity allowance (including personal items).,0
Economy,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 30, 'dim': [75, 45, 28]}, {'w': 0, 'dim': [88, 64, 39]}]","[{'w': 0, 'dim': [69, 35, 29]}]",adult,False,Exceeded carry-on weight limit.,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,[],"[{'w': 52, 'dim': [69, 51, 23]}, {'w': 27, 'dim': [88, 58, 35]}]","[{'w': 0, 'dim': [59, 57, 40]}]",adult,False,Exceeded carry-on weight limit.,0
Economy,[],[],"[{'w': 0, 'dim': [79, 39, 47]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 24, 'dim': [41, 26, 29]}]",[],"[{'w': 5, 'dim': [55, 67, 50]}, {'w': 9, 'dim': [59, 33, 48]}]",adult,False,Exceeded carry-on weight limit.,0
First,[],"[{'w': 30, 'dim': [62, 49, 33]}]",[],adult,False,Exceeded carry-on weight limit.,0
First,"[{'w': 0, 'dim': [34, 29, 14]}, {'w': 11, 'dim': [37, 38, 29]}]",[],"[{'w': 0, 'dim': [77, 45, 38]}, {'w': 0, 'dim': [88, 58, 48]}]",child,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 26, 'dim': [49, 34, 11]}, {'w': 0, 'dim': [44, 39, 15]}]",[],[],adult,False,Exceeded carry-on weight limit.,0
Economy,"[{'w': 11, 'dim': [20, 35, 21]}, {'w': 4, 'dim': [48, 32, 11]}]","[{'w': 0, 'dim': [76, 58, 31]}]",[],adult,False,Exceeded carry-on quantity allowance (including personal items).,0
First,[],[],"[{'w': 0, 'dim': [50, 75, 26]}, {'w': 32, 'dim': [54, 79, 28]}]",adult,True,Checked luggage complies with the policy.,100
Economy,"[{'w': 0, 'dim': [32, 30, 16]}, {'w': 0, 'dim': [32, 22, 20]}]",[],"[{'w': 2, 'dim': [63, 40, 31]}, {'w': 8, 'dim': [76, 37, 43]}]",adult,True,Checked luggage complies with the policy.,150
Business,"[{'w': 3, 'dim': [26, 24, 13]}, {'w': 2, 'dim': [24, 21, 23]}]",[],[],adult,True,Checked luggage complies with the policy.,0
Economy,"[{'w': 9, 'dim': [21, 32, 23]}]","[{'w': 0, 'dim': [78, 59, 46]}, {'w': 19, 'dim': [90, 44, 42]}]","[{'w': 0, 'dim': [79, 67, 40]}]",adult,False,Exceeded carry-on quantity allowance (including personal items).,0
Business,[],[],[],adult,True,Checked luggage complies with the policy.,0
First,"[{'w': 0, 'dim': [37, 39, 27]}]","[{'w': 3, 'dim': [75, 40, 46]}]",[],adult,False,Carry-on bag exceeds size limits.,0
Economy,"[{'w': 16, 'dim': [42, 29, 12]}]","[{'w': 0, 'dim': [82, 32, 24]}, {'w': 4, 'dim': [80, 54, 44]}]","[{'w': 32, 'dim': [80, 39, 30]}]",child,False,Exceeded carry-on quantity allowance (including personal items).,0
